,MinCos,Path
0,0.35428787243492604,../VAD_Demo_fold/deeLRqY978c/audio_167.wav
1,0.43301558952362423,../VAD_Demo_fold/deeLRqY978c/audio_189.wav
2,0.5266407406154204,../VAD_Demo_fold/deeLRqY978c/audio_182.wav
3,-0.07658424759687558,../VAD_Demo_fold/deeLRqY978c/audio_58.wav
4,0.21770326918807115,../VAD_Demo_fold/deeLRqY978c/audio_290.wav
5,0.2848137250102098,../VAD_Demo_fold/deeLRqY978c/audio_132.wav
6,0.3124799898489979,../VAD_Demo_fold/deeLRqY978c/audio_32.wav
7,0.24051674479445534,../VAD_Demo_fold/deeLRqY978c/audio_85.wav
8,0.3007502538013397,../VAD_Demo_fold/deeLRqY978c/audio_46.wav
9,0.29164773730515214,../VAD_Demo_fold/deeLRqY978c/audio_203.wav
10,0.40388631062835834,../VAD_Demo_fold/deeLRqY978c/audio_125.wav
11,0.5041425279545626,../VAD_Demo_fold/deeLRqY978c/audio_28.wav
12,0.41075339233239,../VAD_Demo_fold/deeLRqY978c/audio_112.wav
13,0.48495705246281423,../VAD_Demo_fold/deeLRqY978c/audio_278.wav
14,0.23084237984557937,../VAD_Demo_fold/deeLRqY978c/audio_213.wav
15,0.31608700771892473,../VAD_Demo_fold/deeLRqY978c/audio_157.wav
16,0.21748404518780173,../VAD_Demo_fold/deeLRqY978c/audio_176.wav
17,0.43108706739115404,../VAD_Demo_fold/deeLRqY978c/audio_87.wav
18,0.29621463181444024,../VAD_Demo_fold/deeLRqY978c/audio_83.wav
19,0.3537526736302712,../VAD_Demo_fold/deeLRqY978c/audio_164.wav
20,0.3742067819629702,../VAD_Demo_fold/deeLRqY978c/audio_210.wav
21,0.3895545163308741,../VAD_Demo_fold/deeLRqY978c/audio_280.wav
22,0.3205560967245539,../VAD_Demo_fold/deeLRqY978c/audio_174.wav
23,0.24430632969279284,../VAD_Demo_fold/deeLRqY978c/audio_191.wav
24,0.37751508697695446,../VAD_Demo_fold/deeLRqY978c/audio_23.wav
25,0.22536589960694917,../VAD_Demo_fold/deeLRqY978c/audio_177.wav
26,0.5383142444947558,../VAD_Demo_fold/deeLRqY978c/audio_187.wav
27,0.14412293942633034,../VAD_Demo_fold/deeLRqY978c/audio_279.wav
28,0.32475509261658586,../VAD_Demo_fold/deeLRqY978c/audio_120.wav
29,0.48972601879389654,../VAD_Demo_fold/deeLRqY978c/audio_107.wav
30,0.12267448617171521,../VAD_Demo_fold/deeLRqY978c/audio_239.wav
31,0.03129227319121725,../VAD_Demo_fold/deeLRqY978c/audio_56.wav
32,0.05369296523472599,../VAD_Demo_fold/deeLRqY978c/audio_248.wav
33,0.27488775902092405,../VAD_Demo_fold/deeLRqY978c/audio_143.wav
34,0.2677550433453941,../VAD_Demo_fold/deeLRqY978c/audio_51.wav
35,0.48079741452566926,../VAD_Demo_fold/deeLRqY978c/audio_92.wav
36,0.5296248850568237,../VAD_Demo_fold/deeLRqY978c/audio_131.wav
37,0.35654058617923573,../VAD_Demo_fold/deeLRqY978c/audio_103.wav
38,0.4094028935985411,../VAD_Demo_fold/deeLRqY978c/audio_216.wav
39,0.4071366139215835,../VAD_Demo_fold/deeLRqY978c/audio_69.wav
40,0.25450245851764325,../VAD_Demo_fold/deeLRqY978c/audio_59.wav
41,0.21986748708516865,../VAD_Demo_fold/deeLRqY978c/audio_81.wav
42,0.26305500478838856,../VAD_Demo_fold/deeLRqY978c/audio_237.wav
43,0.3737555756315228,../VAD_Demo_fold/deeLRqY978c/audio_76.wav
44,0.2972476914655635,../VAD_Demo_fold/deeLRqY978c/audio_277.wav
45,0.4096043057069921,../VAD_Demo_fold/deeLRqY978c/audio_263.wav
46,0.3612546335911595,../VAD_Demo_fold/deeLRqY978c/audio_20.wav
47,0.4280635854808116,../VAD_Demo_fold/deeLRqY978c/audio_195.wav
48,0.3012281774495606,../VAD_Demo_fold/deeLRqY978c/audio_115.wav
